Project,BugID,Filename,Path,Method name,,Exception,Label,,Unique Exception,,Method name,Filename
Cassandra,CASSANDRA-120,StorageProxy.java,org.apache.cassandra.service.StorageProxy,insertBlocking,,ClassCastExceptionException,,,,,close,CompactionStress.java
Cassandra,CASSANDRA-12014,IndexSummaryBuilder.java,org.apache.cassandra.io.sstable.IndexSummaryBuilder,maybeAddEntry,,AssertionError,,,,,close,CompactionStrategyManagerPendingRepairTest.java
Cassandra,CASSANDRA-12023,BytesType.java,org.apache.cassandra.db.marshal.BytesType,fromString,,JsonParseException,,,,,close,RowFilter.java
Cassandra,CASSANDRA-12023,Hex.java,org.apache.cassandra.utils.Hex,hexToBytes,,JsonParseException,,,,,compare,SingleColumnRestriction.java
Cassandra,CASSANDRA-12023,FBUtilities.java,org.apache.cassandra.utils.FBUtilities,fromJsonMap,,JsonParseException,,,,,<init>,Rows.java
Cassandra,CASSANDRA-12023,JsonParser.java,org.codehaus.jackson.JsonParser,_constructError,,JsonParseException,,,,,readValue,BigTableWriter.java
Cassandra,CASSANDRA-12026,Columns.java,org.apache.cassandra.db.Columns$Serializer,deserialize,,RuntimeException,,,,,hasNext,NamedThreadFactory.java
Cassandra,CASSANDRA-1203,DataInputStream.java,java.io.DataInputStream,readFully,,EOFException,,,,,prepare,MergeIterator.java
Cassandra,CASSANDRA-1203,DataInputStream.java,java.io.DataInputStream,readUTF,,EOFException,,,,,<init>,MergeIterator.java
Cassandra,CASSANDRA-1203,KSMetaData.java,org.apache.cassandra.config.KSMetaData,deserialize,,EOFException,,,,,assertFiles,UnfilteredRowIterators.java
Cassandra,CASSANDRA-1203,DefsTable.java,org.apache.cassandra.db.DefsTable,loadFromStorage,,EOFException,,,,,testCorruptRecord,PurgeFunction.java
Cassandra,CASSANDRA-1203,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,loadSchemas,,EOFException,,,,,testUnparsableFirstRecord,AbstractClusteringIndexFilter.java
Cassandra,CASSANDRA-1203,CassandraDaemon.java,org.apache.cassandra.thrift.CassandraDaemon,setup,,EOFException,,,,,assertRows,Slice.java
Cassandra,CASSANDRA-1203,AbstractCassandraDaemon.java,org.apache.cassandra.service.AbstractCassandraDaemon,activate,,EOFException,,,,,lambda$testAllowFilteringOnPartitionKeyWithSecondaryIndex$78,UnfilteredRowIteratorWithLowerBound.java
Cassandra,CASSANDRA-1203,CassandraDaemon.java,org.apache.cassandra.thrift.CassandraDaemon,main,,EOFException,,,,,split,Native Method
Cassandra,CASSANDRA-12083,Keyspace.java,org.apache.cassandra.db.Keyspace,getColumnFamilyStore,,IllegalArgumentException,,,,,close,ThreadAwareSecurityManager.java
Cassandra,CASSANDRA-12098,Columns.java,org.apache.cassandra.db.Columns$Serializer,deserialize,,RuntimeException,,,,,close,UDAggregate.java
Cassandra,CASSANDRA-12100,Native Method) ~[netty-all-4.0.23.Final.jar,io.netty.channel.epoll.Native,readAddress,,IOException,,,,,writeSSTables,SecondaryIndexManager.java
Cassandra,CASSANDRA-12127,AbstractCellNameType.java,org.apache.cassandra.db.composites.AbstractCellNameType,cellFromByteBuffer,,AssertionError,,,,,write,Util.java
Cassandra,CASSANDRA-12127,AbstractSimpleCellNameType.java,org.apache.cassandra.db.composites.AbstractSimpleCellNameType,makeCellName,,AssertionError,,,,,apply,RackUnawareStrategy.java
Cassandra,CASSANDRA-12127,AbstractCellNameType.java,org.apache.cassandra.db.composites.AbstractCellNameType,makeCellName,,AssertionError,,,,,runTask,AbstractReplicationStrategy.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,makeExclusiveSliceBound,,AssertionError,,,,,run,GossipDigestAckVerbHandler.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,applySliceRestriction,,AssertionError,,,,,run,View.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,processColumnFamily,,AssertionError,,,,,requireNonNull,UnfilteredRowIterators.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,process,,AssertionError,,,,,<init>,ClientState.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,processResults,,AssertionError,,,,,<init>,QueryProcessor.java
Cassandra,CASSANDRA-12127,SimpleDenseCellNameType.java,org.apache.cassandra.db.composites.SimpleDenseCellNameType,create,,AssertionError,,,,,<init>,StartupChecks.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,addSelectedColumns,,AssertionError,,,,,open,StartupChecks.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,getRequestedColumns,,AssertionError,,,,,create,Murmur3Partitioner.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,makeFilter,,AssertionError,,,,,create,StorageProxy.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,getSliceCommands,,AssertionError,,,,,create,DataOutputBufferFixed.java
Cassandra,CASSANDRA-12127,SelectStatement.java,org.apache.cassandra.cql3.statements.SelectStatement,getPageableCommand,,AssertionError,,,,,createWriter,LocalSessions.java
Cassandra,CASSANDRA-12192,Columns.java,org.apache.cassandra.db.Columns$Serializer,deserialize,,RuntimeException,,,,,run,UUIDType.java
Cassandra,CASSANDRA-12203,UnfilteredDeserializer.java,org.apache.cassandra.db.UnfilteredDeserializer$OldFormatDeserializer$TombstoneTracker,openNew,,AssertionError,,,,,checkViolations,ColumnFamilyStore.java
Cassandra,CASSANDRA-12213,SchemaKeyspace.java,org.apache.cassandra.schema.SchemaKeyspace,fetchTable,,AssertionError,,,,,testDatabaseDescriptorRef,StandardAnalyzer.java
Cassandra,CASSANDRA-12249,ReadCommand.java,org.apache.cassandra.db.ReadCommand$LegacyPagedRangeCommandSerializer,deserialize,,AssertionError,,,,,computeNext,PerSSTableIndexWriter.java
Cassandra,CASSANDRA-12249,Columns.java,org.apache.cassandra.db.Columns$Serializer,deserialize,,AssertionError,,,,,deserialize,PerSSTableIndexWriter.java
Cassandra,CASSANDRA-12251,DebuggableThreadPoolExecutor.java,org.apache.cassandra.concurrent.DebuggableThreadPoolExecutor$1,rejectedExecution,,RejectedExecutionException,,,,,apply,Collections.java
Cassandra,CASSANDRA-12253,StorageService.java,org.apache.cassandra.service.StorageService,getLocalTokens,,AssertionError,,,,,getBoolean,Iterable.java
Cassandra,CASSANDRA-12253,StorageService.java,org.apache.cassandra.service.StorageService,startGossiping,,AssertionError,,,,,isEQ,Memtable.java
Cassandra,CASSANDRA-12253,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,AssertionError,,,,,getTopology,HintsReader.java
Cassandra,CASSANDRA-12253,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,AssertionError,,,,,checkedCast,SelectTest.java
Cassandra,CASSANDRA-12253,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,AssertionError,,,,,waitOnFutures,LocalToken.java
Cassandra,CASSANDRA-12253,Method.java,java.lang.reflect.Method,invoke,,AssertionError,,,,,performMaximal,DecoratedKey.java
Cassandra,CASSANDRA-12253,MethodUtil.java,sun.reflect.misc.Trampoline,invoke,,AssertionError,,,,,forceMajorCompaction,ConcurrentSkipListMap.java
Cassandra,CASSANDRA-12253,Unknown Source,sun.reflect.GeneratedMethodAccessor8,invoke,,AssertionError,,,,,compact,Memtable.java
Cassandra,CASSANDRA-12253,StandardMBeanIntrospector.java,com.sun.jmx.mbeanserver.StandardMBeanIntrospector,invokeM2,,AssertionError,,,,,lambda$withPartitionSize$2,Table.java
Cassandra,CASSANDRA-12253,MBeanIntrospector.java,com.sun.jmx.mbeanserver.MBeanIntrospector,invokeM,,AssertionError,,,,,measured,RowMutation.java
Cassandra,CASSANDRA-12253,PerInterface.java,com.sun.jmx.mbeanserver.PerInterface,invoke,,AssertionError,,,,,withPartitionSize,StorageProxy.java
Cassandra,CASSANDRA-12253,MBeanSupport.java,com.sun.jmx.mbeanserver.MBeanSupport,invoke,,AssertionError,,,,,test_11_1G,DataResolver.java
Cassandra,CASSANDRA-12253,DefaultMBeanServerInterceptor.java,com.sun.jmx.interceptor.DefaultMBeanServerInterceptor,invoke,,AssertionError,,,,,evaluate,BaseIterator.java
Cassandra,CASSANDRA-12253,JmxMBeanServer.java,com.sun.jmx.mbeanserver.JmxMBeanServer,invoke,,AssertionError,,,,,runChild,FilteredRows.java
Cassandra,CASSANDRA-12253,RMIConnectionImpl.java,javax.management.remote.rmi.RMIConnectionImpl,doOperation,,AssertionError,,,,,main,Filter.java
Cassandra,CASSANDRA-12253,RMIConnectionImpl.java,javax.management.remote.rmi.RMIConnectionImpl,access$300,,AssertionError,,,,,runMayThrow,StorageProxy.java
Cassandra,CASSANDRA-12253,RMIConnectionImpl.java,javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation,run,,AssertionError,,,,,computeNext,StreamInitiateVerbHandler.java
Cassandra,CASSANDRA-12253,RMIConnectionImpl.java,javax.management.remote.rmi.RMIConnectionImpl,doPrivilegedOperation,,AssertionError,,,,,readByte,CompactionManager.java
Cassandra,CASSANDRA-12253,RMIConnectionImpl.java,javax.management.remote.rmi.RMIConnectionImpl,invoke,,AssertionError,,,,,readFromFile,CompactionManager.java
Cassandra,CASSANDRA-12253,UnicastServerRef.java,sun.rmi.server.UnicastServerRef,dispatch,,AssertionError,,,,,readInt,Migration.java
Cassandra,CASSANDRA-12253,Transport.java,sun.rmi.transport.Transport$1,run,,AssertionError,,,,,<init>,DropKeyspace.java
Cassandra,CASSANDRA-12253,Native Method,java.security.AccessController,doPrivileged,,AssertionError,,,,,chunkFor,CassandraServer.java
Cassandra,CASSANDRA-12253,Transport.java,sun.rmi.transport.Transport,serviceCall,,AssertionError,,,,,createMappedSegments,Native Method
Cassandra,CASSANDRA-12253,TCPTransport.java,sun.rmi.transport.tcp.TCPTransport,handleMessages,,AssertionError,,,,,<init>,SSTableReader.java
Cassandra,CASSANDRA-12253,TCPTransport.java,sun.rmi.transport.tcp.TCPTransport$ConnectionHandler,run0,,AssertionError,,,,,complete,StatisticsTable.java
Cassandra,CASSANDRA-12253,TCPTransport.java,sun.rmi.transport.tcp.TCPTransport$ConnectionHandler,run,,AssertionError,,,,,complete,SystemTable.java
Cassandra,CASSANDRA-12253,ThreadPoolExecutor.java,java.util.concurrent.ThreadPoolExecutor,runWorker,,AssertionError,,,,,openEarly,Epoll.java
Cassandra,CASSANDRA-12253,ThreadPoolExecutor.java,java.util.concurrent.ThreadPoolExecutor$Worker,run,,AssertionError,,,,,maybeReopenEarly,Native.java
Cassandra,CASSANDRA-12253,Thread.java,java.lang.Thread,run,,AssertionError,,,,,append,DefinitionsUpdateResponseVerbHandler.java
Cassandra,CASSANDRA-12263,RangeTombstoneBoundMarker.java,org.apache.cassandra.db.rows.RangeTombstoneBoundMarker,openDeletionTime,,IllegalStateException,,,,,checkBounds,Cassandra.java
Cassandra,CASSANDRA-12336,StorageProxy.java,org.apache.cassandra.service.StorageProxy$DroppableRunnable,run,,NullPointerException,,,,,getJavaDriverClient,ChunkCache.java
Cassandra,CASSANDRA-12336,ReadCommand.java,org.apache.cassandra.db.ReadCommand$1MetricRecording,applyToRow,,NullPointerException,,,,,createSSLContext,ChunkCache.java
Cassandra,CASSANDRA-12351,UntypedResultSet.java,org.apache.cassandra.cql3.UntypedResultSet$FromResultSet,one,,IllegalStateException,,,,,engineLoad,FileHandle.java
Cassandra,CASSANDRA-12378,ColumnFamilyStore.java,org.apache.cassandra.db.ColumnFamilyStore,apply,,ArrayIndexOutOfBoundsException,,,,,testCancelIndex,Transactional.java
Cassandra,CASSANDRA-12378,AbstractBufferClusteringPrefix.java,org.apache.cassandra.db.AbstractBufferClusteringPrefix,get,,ArrayIndexOutOfBoundsException,,,,,assertEmpty,RepairRunner.java
Cassandra,CASSANDRA-124,FutureTask.java,java.util.concurrent.FutureTask$Sync,innerGet,,NullPointerException,,,,,testDeleteWithOneClusteringColumns,JMXNotificationProgressListener.java
Cassandra,CASSANDRA-124,FutureTask.java,java.util.concurrent.FutureTask,get,,NullPointerException,,,,,grow,ClientNotifForwarder.java
Cassandra,CASSANDRA-124,DebuggableThreadPoolExecutor.java,org.apache.cassandra.concurrent.DebuggableThreadPoolExecutor,afterExecute,,NullPointerException,,,,,grow,CompressedInputStream.java
Cassandra,CASSANDRA-124,ThreadPoolExecutor.java,java.util.concurrent.ThreadPoolExecutor$Worker,runTask,,NullPointerException,,,,,testExistingCluster,LegacySchemaMigrator.java
Cassandra,CASSANDRA-124,ThreadPoolExecutor.java,java.util.concurrent.ThreadPoolExecutor$Worker,run,,NullPointerException,,,,,testExistingCluster,JsonStringEncoder.java
Cassandra,CASSANDRA-124,Thread.java,java.lang.Thread,run,,NullPointerException,,,,,doAuthenticate,StorageProxy.java
Cassandra,CASSANDRA-124,ConsistencyManager.java,org.apache.cassandra.service.ConsistencyManager,run,,NullPointerException,,,,,testLimitSSTables,CommittLogReplayer.java
Cassandra,CASSANDRA-124,Executors.java,java.util.concurrent.Executors$RunnableAdapter,call,,NullPointerException,,,,,serialize,CDCTestReplayer.java
Cassandra,CASSANDRA-124,FutureTask.java,java.util.concurrent.FutureTask$Sync,innerRun,,NullPointerException,,,,,serialize,CommitLogSegmentManagerCDCTest.java
Cassandra,CASSANDRA-124,FutureTask.java,java.util.concurrent.FutureTask,run,,NullPointerException,,,,,serialize,ColumnCondition.java
Cassandra,CASSANDRA-12413,CompactionsCQLTest.java,org.apache.cassandra.db.compaction.CompactionsCQLTest,waitForMinor,,AssertionFailedError,,,,,schemaChange,RoleResource.java
Cassandra,CASSANDRA-12413,CompactionsCQLTest.java,org.apache.cassandra.db.compaction.CompactionsCQLTest,testTriggerMinorCompactionDTCS,,AssertionFailedError,,,,,createIndex,PartitionIterator.java
Cassandra,CASSANDRA-12418,JsonGeneratorBase.java,org.codehaus.jackson.impl.JsonGeneratorBase,_reportError,,JsonGenerationException,,,,,access$400,PartitionOperation.java
Cassandra,CASSANDRA-12450,Sigar.java,org.hyperic.sigar.Sigar,loadLibrary,,ConfigurationException,,,,,run,StressAction.java
Cassandra,CASSANDRA-12450,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,getFlushWriters,,ConfigurationException,,,,,indexOnFirstClusteringColumn,CompactionManager.java
Cassandra,CASSANDRA-12450,ColumnFamilyStore.java,org.apache.cassandra.db.ColumnFamilyStore,<clinit>,,ConfigurationException,,,,,validate,AbstractFileSystemProvider.java
Cassandra,CASSANDRA-12450,YamlConfigurationLoader.java,org.apache.cassandra.config.YamlConfigurationLoader,getStorageConfigURL,,ConfigurationException,,,,,getLong,RMIJRMPServerImpl.java
Cassandra,CASSANDRA-12450,YamlConfigurationLoader.java,org.apache.cassandra.config.YamlConfigurationLoader,loadConfig,,ConfigurationException,,,,,reBufferMmap,Collections.java
Cassandra,CASSANDRA-12450,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,loadConfig,,ConfigurationException,,,,,reBuffer,ColumnFamilyStore.java
Cassandra,CASSANDRA-12450,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,toolInitialization,,ConfigurationException,,,,,read,CommitLogHeader.java
Cassandra,CASSANDRA-12450,CQLSSTableWriter.java,org.apache.cassandra.io.sstable.CQLSSTableWriter,<clinit>,,ConfigurationException,,,,,readInt,CommitLogHeader.java
Cassandra,CASSANDRA-12457,DebuggableThreadPoolExecutor.java,org.apache.cassandra.concurrent.DebuggableThreadPoolExecutor$1,rejectedExecution,,RejectedExecutionException,,,,,readLong,CommitLogSegment.java
Cassandra,CASSANDRA-12462,CompactionInfo.java,org.apache.cassandra.db.compaction.CompactionInfo,getId,,NullPointerException,,,,,deserializeColumnBody,CommitLog.java
Cassandra,CASSANDRA-12462,CompactionInfo.java,org.apache.cassandra.db.compaction.CompactionInfo,asMap,,NullPointerException,,,,,deserializeFromSSTable,PeriodicCommitLogExecutorService.java
Cassandra,CASSANDRA-12462,CompactionManager.java,org.apache.cassandra.db.compaction.CompactionManager,getCompactions,,NullPointerException,,,,,computeNext,StreamCoordinator.java
Cassandra,CASSANDRA-12478,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,applySimpleConfig,,AccessDeniedException,,,,,tryToComputeNext,StreamManager.java
Cassandra,CASSANDRA-12478,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,toolInitialization,,AccessDeniedException,,,,,hasNext,IncomingStreamMessage.java
Cassandra,CASSANDRA-12478,Stress.java,org.apache.cassandra.stress.Stress,run,,AccessDeniedException,,,,,hasNext,StreamingInboundHandler.java
Cassandra,CASSANDRA-12478,Stress.java,org.apache.cassandra.stress.Stress,main,,AccessDeniedException,,,,,verifyContainsTombstones,SpeculativeRetryPolicy.java
Cassandra,CASSANDRA-12478,UnixException.java,sun.nio.fs.UnixException,translateToIOException,,AccessDeniedException,,,,,minorNeverPurgeTombstonesTest,Schema.java
Cassandra,CASSANDRA-12478,UnixException.java,sun.nio.fs.UnixException,rethrowAsIOException,,AccessDeniedException,,,,,testDeleteIfNotDirty,MigrationManager.java
Cassandra,CASSANDRA-12478,UnixFileStore.java,sun.nio.fs.UnixFileStore,devFor,,AccessDeniedException,,,,,acceptImpl,CreateTableStatement.java
Cassandra,CASSANDRA-12478,UnixFileStore.java,sun.nio.fs.UnixFileStore,<init>,,AccessDeniedException,,,,,assertSplit,SchemaAlteringStatement.java
Cassandra,CASSANDRA-12478,LinuxFileStore.java,sun.nio.fs.LinuxFileStore,<init>,,AccessDeniedException,,,,,testSplitWrapping,OrderPreservingPartitioner.java
Cassandra,CASSANDRA-12478,LinuxFileSystemProvider.java,sun.nio.fs.LinuxFileSystemProvider,getFileStore,,AccessDeniedException,,,,,setConditionsForRow,HintedHandOffManager.java
Cassandra,CASSANDRA-12478,UnixFileSystemProvider.java,sun.nio.fs.UnixFileSystemProvider,getFileStore,,AccessDeniedException,,,,,addMBean,HintedHandOffManager.java
Cassandra,CASSANDRA-12478,Files.java,java.nio.file.Files,getFileStore,,AccessDeniedException,,,,,testDCLatency,CoderResult.java
Cassandra,CASSANDRA-12478,DatabaseDescriptor.java,org.apache.cassandra.config.DatabaseDescriptor,guessFileStore,,AccessDeniedException,,,,,checkEOF,CharsetDecoder.java
Cassandra,CASSANDRA-12513,MessagingService.java,org.apache.cassandra.net.MessagingService,shutdown,,IOException,,,,,<init>,HintsCompressionTest.java
Cassandra,CASSANDRA-12513,RemoveTest.java,org.apache.cassandra.service.RemoveTest,tearDown,,IOException,,,,,getStringProperty,StressProfile.java
Cassandra,CASSANDRA-12513,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,IOException,,,,,process,LinkedHashMap.java
Cassandra,CASSANDRA-12513,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,IOException,,,,,checkReadLength,ConcurrentRadixTree.java
Cassandra,CASSANDRA-12513,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,IOException,,,,,readStringBody,CassandraIndex.java
Cassandra,CASSANDRA-12513,Method.java,java.lang.reflect.Method,invoke,,IOException,,,,,readMessageBegin,AuthorizationProxy.java
Cassandra,CASSANDRA-12513,FrameworkMethod.java,org.junit.runners.model.FrameworkMethod$1,runReflectiveCall,,IOException,,,,,process,Unknown Source
Cassandra,CASSANDRA-12513,ReflectiveCallable.java,org.junit.internal.runners.model.ReflectiveCallable,run,,IOException,,,,,run,StreamRemoteCall.java
Cassandra,CASSANDRA-12513,FrameworkMethod.java,org.junit.runners.model.FrameworkMethod,invokeExplosively,,IOException,,,,,shutdownInput,UnicastRef.java
Cassandra,CASSANDRA-12513,RunAfters.java,org.junit.internal.runners.statements.RunAfters,evaluate,,IOException,,,,,socketWrite0,RMIConnector.java
Cassandra,CASSANDRA-12513,BlockJUnit4ClassRunner.java,org.junit.runners.BlockJUnit4ClassRunner,runChild,,IOException,,,,,readLong,MBeanServerInvocationHandler.java
Cassandra,CASSANDRA-12513,ParentRunner.java,org.junit.runners.ParentRunner,runChildren,,IOException,,,,,deserialize,Unknown Source
Cassandra,CASSANDRA-12513,ParentRunner.java,org.junit.runners.ParentRunner,access$000,,IOException,,,,,next,Status.java
Cassandra,CASSANDRA-12513,ParentRunner.java,org.junit.runners.ParentRunner$1,evaluate,,IOException,,,,,testDropListAndAddListWithSameName,AbstractChannelHandlerContext.java
Cassandra,CASSANDRA-12513,RunBefores.java,org.junit.internal.runners.statements.RunBefores,evaluate,,IOException,,,,,deserialize,DefaultChannelPipeline.java
Cassandra,CASSANDRA-12513,ParentRunner.java,org.junit.runners.ParentRunner,run,,IOException,,,,,readComplexColumn,DefaultChannelPipeline.java
Cassandra,CASSANDRA-12513,JUnitCore.java,org.junit.runner.JUnitCore,run,,IOException,,,,,lambda$deserializeRowBody$1,AbstractEpollStreamChannel.java
Cassandra,CASSANDRA-12513,JUnit4IdeaTestRunner.java,com.intellij.junit4.JUnit4IdeaTestRunner,startRunnerWithArgs,,IOException,,,,,applyForwards,EpollEventLoop.java
Cassandra,CASSANDRA-12513,JUnitStarter.java,com.intellij.rt.execution.junit.JUnitStarter,prepareStreamsAndStart,,IOException,,,,,apply,SingleThreadEventExecutor.java
Cassandra,CASSANDRA-12513,JUnitStarter.java,com.intellij.rt.execution.junit.JUnitStarter,main,,IOException,,,,,apply,DefaultThreadFactory.java
Cassandra,CASSANDRA-12513,Native Method,sun.nio.ch.NativeThread,signal,,IOException,,,,,deserializeRowBody,MessageIn.java
Cassandra,CASSANDRA-12513,ServerSocketChannelImpl.java,sun.nio.ch.ServerSocketChannelImpl,implCloseSelectableChannel,,IOException,,,,,computeNext,MessageInHandler.java
Cassandra,CASSANDRA-12513,AbstractSelectableChannel.java,java.nio.channels.spi.AbstractSelectableChannel,implCloseChannel,,IOException,,,,,deserializeOne,Hashtable.java
Cassandra,CASSANDRA-12513,AbstractInterruptibleChannel.java,java.nio.channels.spi.AbstractInterruptibleChannel,close,,IOException,,,,,replaceNode,Gossiper.java
Cassandra,CASSANDRA-12513,ServerSocketAdaptor.java,sun.nio.ch.ServerSocketAdaptor,close,,IOException,,,,,remove,Timer.java
Cassandra,CASSANDRA-12513,MessagingService.java,org.apache.cassandra.net.MessagingService$SocketThread,close,,IOException,,,,,run,FailureDetector.java
Cassandra,CASSANDRA-12527,ClusteringComparator.java,org.apache.cassandra.db.ClusteringComparator,compare,,StackOverflowError,,,,,accept,DaemonLoader.java
Cassandra,CASSANDRA-12539,CommitLogReplayer.java,org.apache.cassandra.db.commitlog.CommitLogReplayer,handleReplayError,,CommitLogReplayer$CommitLogReplayException,,,,,forEachRemaining,BootStrapper.java
Cassandra,CASSANDRA-12582,StorageProxy.java,org.apache.cassandra.service.StorageProxy$DroppableRunnable,run,,IOException,,,,,transfer,RTBoundValidator.java
Cassandra,CASSANDRA-12582,BigTableScanner.java,org.apache.cassandra.io.sstable.format.big.BigTableScanner$KeyScanningIterator$1,initializeIterator,,IOException,,,,,addLine,GCInspector.java
Cassandra,CASSANDRA-12582,AbstractSSTableIterator.java,org.apache.cassandra.db.columniterator.AbstractSSTableIterator,<init>,,IOException,,,,,execute,ReadCommandVerbHandler.java
Cassandra,CASSANDRA-12582,AbstractType.java,org.apache.cassandra.db.marshal.AbstractType,readValue,,IOException,,,,,assureSufficientLiveNodes,FastThreadLocalRunnable.java
Cassandra,CASSANDRA-12582,AbstractSSTableIterator.java,org.apache.cassandra.db.columniterator.AbstractSSTableIterator$Reader,hasNext,,IOException,,,,,attachTo,Cassandra.java
Cassandra,CASSANDRA-12582,ClusteringPrefix.java,org.apache.cassandra.db.ClusteringPrefix$Deserializer,prepare,,IOException,,,,,add,BufferedSegmentedFile.java
Cassandra,CASSANDRA-12618,ArrayList.java,java.util.ArrayList,<init>,,OutOfMemoryError,,,,,add,SSTableSliceIterator.java
Cassandra,CASSANDRA-12632,LogTransactionTest.java,org.apache.cassandra.db.lifecycle.LogTransactionTest,assertFiles,,AssertionFailedError,,,,,add,SliceQueryFilter.java
Cassandra,CASSANDRA-12632,LogTransactionTest.java,org.apache.cassandra.db.lifecycle.LogTransactionTest,testCorruptRecord,,AssertionFailedError,,,,,apply,QueryFilter.java
Cassandra,CASSANDRA-12632,LogTransactionTest.java,org.apache.cassandra.db.lifecycle.LogTransactionTest,testUnparsableFirstRecord,,AssertionFailedError,,,,,applyToPartition,SliceFromReadCommand.java
Cassandra,CASSANDRA-12651,CQLTester.java,org.apache.cassandra.cql3.CQLTester,assertRows,,AssertionFailedError,,,,,executeInternal,StorageProxy.java
Cassandra,CASSANDRA-12651,SecondaryIndexTest.java,org.apache.cassandra.cql3.validation.entities.SecondaryIndexTest,lambda$testAllowFilteringOnPartitionKeyWithSecondaryIndex$78,,AssertionFailedError,,,,,executeInternal,SSTableTracker.java
Cassandra,CASSANDRA-12666,IncludingExcludingBounds.java,org.apache.cassandra.dht.IncludingExcludingBounds,split,,AssertionError,,,,,executeFormattedQuery,DropColumnFamily.java
Cassandra,CASSANDRA-12667,SSTableSimpleUnsortedWriter.java,org.apache.cassandra.io.sstable.SSTableSimpleUnsortedWriter,close,,NullPointerException,,,,,execute,CassandraServer.java
Cassandra,CASSANDRA-12667,CQLSSTableWriter.java,org.apache.cassandra.io.sstable.CQLSSTableWriter,close,,NullPointerException,,,,,restrictionOnRegularColumnWithStaticColumnPresentTest,Unpooled.java
Cassandra,CASSANDRA-12667,BulkTableWriter.scala,com.datastax.bdp.spark.writer.BulkTableWriter,writeSSTables,,NullPointerException,,,,,allocate,Dump.java
Cassandra,CASSANDRA-12667,BulkTableWriter.scala,com.datastax.bdp.spark.writer.BulkTableWriter,write,,NullPointerException,,,,,writeUTF,SingleChronicleQueueExcerpts.java
Cassandra,CASSANDRA-12667,BulkTableWriter.scala,com.datastax.bdp.spark.writer.BulkTableWriter$BulkSaveRDDFunctions$$anonfun$bulkSaveToCassandra$1,apply,,NullPointerException,,,,,getReduced,FullQueryLogTool.java
Cassandra,CASSANDRA-12667,ResultTask.scala,org.apache.spark.scheduler.ResultTask,runTask,,NullPointerException,,,,,getNext,StreamingTombstoneHistogramBuilder.java
Cassandra,CASSANDRA-12667,Task.scala,org.apache.spark.scheduler.Task,run,,NullPointerException,,,,,testVersions,StreamingTombstoneHistogramBuilder.java
Cassandra,CASSANDRA-12667,Executor.scala,org.apache.spark.executor.Executor$TaskRunner,run,,NullPointerException,,,,,executeLocally,StreamingTombstoneHistogramBuilder.java
Cassandra,CASSANDRA-12667,ThreadPoolExecutor.java,java.util.concurrent.ThreadPoolExecutor,runWorker,,NullPointerException,,,,,getMemtableFor,SequentialWriter.java
Cassandra,CASSANDRA-12667,ThreadPoolExecutor.java,java.util.concurrent.ThreadPoolExecutor$Worker,run,,NullPointerException,,,,,applyInternal,CompressedSequentialWriter.java
Cassandra,CASSANDRA-12667,Thread.java,java.lang.Thread,run,,NullPointerException,,,,,apply,CompressedInputStreamTest.java
Cassandra,CASSANDRA-12667,Objects.java,java.util.Objects,requireNonNull,,NullPointerException,,,,,executeInternalWithoutCondition,AbstractTextSerializer.java
Cassandra,CASSANDRA-12667,SSTable.java,org.apache.cassandra.io.sstable.SSTable,<init>,,NullPointerException,,,,,executeInternal,Errors.java
Cassandra,CASSANDRA-12667,SSTableWriter.java,org.apache.cassandra.io.sstable.format.SSTableWriter,<init>,,NullPointerException,,,,,executeOnceInternal,YamlConfigurationLoader.java
