Project,BugID,Filename,Path,Method name,,Exception,Label,,Unique Exception,,Unique Filename,,Method name
AspectJ,124803,ResolvedType.java,org.aspectj.weaver.ResolvedType,getMethodsWithoutIterator,,IllegalStateException,,,,,,,resolveBindings
AspectJ,124803,ResolvedType.java,org.aspectj.weaver.ResolvedType,lookupResolvedMember,,IllegalStateException,,,,,,,handleAroundAnnotation
AspectJ,124803,JoinPointSignatureIterator.java,org.aspectj.weaver.JoinPointSignatureIterator,findSignaturesFromSupertypes,,IllegalStateException,,,,,,,readAj5MethodAttributes
AspectJ,124803,JoinPointSignatureIterator.java,org.aspectj.weaver.JoinPointSignatureIterator,hasNext,,IllegalStateException,,,,,,,unpackAjAttributes
AspectJ,124803,SignaturePattern.java,org.aspectj.weaver.patterns.SignaturePattern,matches,,IllegalStateException,,,,,,,<init>
AspectJ,124803,KindedPointcut.java,org.aspectj.weaver.patterns.KindedPointcut,matchInternal,,IllegalStateException,,,,,,,getDeclaredMethods
AspectJ,124803,Pointcut.java,org.aspectj.weaver.patterns.Pointcut,match,,IllegalStateException,,,,,,,<init>
AspectJ,124803,AndPointcut.java,org.aspectj.weaver.patterns.AndPointcut,matchInternal,,IllegalStateException,,,,,,,getLazyClassGen
AspectJ,124803,ShadowMunger.java,org.aspectj.weaver.ShadowMunger,match,,IllegalStateException,,,,,,,checkSetSecurityManager
AspectJ,124803,Advice.java,org.aspectj.weaver.Advice,match,,IllegalStateException,,,,,,,checkPermission
AspectJ,124803,BcelAdvice.java,org.aspectj.weaver.bcel.BcelAdvice,match,,IllegalStateException,,,,,,,setSecurityManager0
AspectJ,124803,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,match,,IllegalStateException,,,,,,,setSecurityManager
AspectJ,124803,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,weave,,IllegalStateException,,,,,,,callJavadoc
AspectJ,124803,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weave,,IllegalStateException,,,,,,,callJavadoc
AspectJ,124803,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveWithoutDump,,IllegalStateException,,,,,,,compile
AspectJ,124803,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveAndNotify,,IllegalStateException,,,,,,,execute
AspectJ,124803,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,weave,,IllegalStateException,,,,,,,invoke
AspectJ,124803,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterCompiling,,IllegalStateException,,,,,,,run
AspectJ,124803,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$2$f9cc9ca0,,IllegalStateException,,,,,,,run
AspectJ,124803,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,IllegalStateException,,,,,,,run
AspectJ,124803,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,IllegalStateException,,,,,,,checkExitImpl
AspectJ,124803,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,IllegalStateException,,,,,,,run
AspectJ,124803,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,IllegalStateException,,,,,,,check
AspectJ,124803,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,doCommand,,IllegalStateException,,,,,,,checkExit
AspectJ,124803,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,runCommand,,IllegalStateException,,,,,,,checkExit
AspectJ,124803,Main.java,org.aspectj.tools.ajc.Main,run,,IllegalStateException,,,,,,,exit
AspectJ,124803,Main.java,org.aspectj.tools.ajc.Main,runMain,,IllegalStateException,,,,,,,exit
AspectJ,124803,AjcTask.java,org.aspectj.tools.ant.taskdefs.AjcTask,executeInSameVM,,IllegalStateException,,,,,,,exit
AspectJ,124803,AjcTask.java,org.aspectj.tools.ant.taskdefs.AjcTask,execute,,IllegalStateException,,,,,,,handleMessage
AspectJ,124803,UnknownElement.java,org.apache.tools.ant.UnknownElement,execute,,IllegalStateException,,,,,,,error
AspectJ,124803,Task.java,org.apache.tools.ant.Task,perform,,IllegalStateException,,,,,,,error
AspectJ,124803,Target.java,org.apache.tools.ant.Target,execute,,IllegalStateException,,,,,,,addAspectLibrary
AspectJ,124803,Target.java,org.apache.tools.ant.Target,performTasks,,IllegalStateException,,,,,,,registerAspectLibraries
AspectJ,124803,Project.java,org.apache.tools.ant.Project,executeSortedTargets,,IllegalStateException,,,,,,,init
AspectJ,124803,Project.java,org.apache.tools.ant.Project,executeTarget,,IllegalStateException,,,,,,,<init>
AspectJ,124803,DefaultExecutor.java,org.apache.tools.ant.helper.DefaultExecutor,executeTargets,,IllegalStateException,,,,,,,hasAnnotation
AspectJ,124803,Project.java,org.apache.tools.ant.Project,executeTargets,,IllegalStateException,,,,,,,hasAnnotation
AspectJ,124803,Main.java,org.apache.tools.ant.Main,runBuild,,IllegalStateException,,,,,,,matchesExactly
AspectJ,124803,Main.java,org.apache.tools.ant.Main,startAnt,,IllegalStateException,,,,,,,matches
AspectJ,124803,Launcher.java,org.apache.tools.ant.launch.Launcher,run,,IllegalStateException,,,,,,,nextEntry
AspectJ,124803,Launcher.java,org.apache.tools.ant.launch.Launcher,main,,IllegalStateException,,,,,,,next
AspectJ,124803,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,IllegalStateException,,,,,,,updateHandleMap
AspectJ,124803,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,IllegalStateException,,,,,,,removeStructureModelForFiles
AspectJ,124803,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,IllegalStateException,,,,,,,processDelta
AspectJ,124803,Method.java,java.lang.reflect.Method,invoke,,IllegalStateException,,,,,,,removeSingleNode
AspectJ,124803,AntMain2.java,com.intellij.rt.ant.execution.AntMain2,main,,IllegalStateException,,,,,,,removeRelationshipsTargettingThisType
AspectJ,125657,BcelShadow.java,org.aspectj.weaver.bcel.BcelShadow,ensureTargetTypeIsCorrect,,BCException,,,,,,,createSourceLocation
AspectJ,125657,BcelShadow.java,at org.aspectj.weaver.bcel.BcelShadow,initializeTargetVar,,BCException,,,,,,,addPointcuts
AspectJ,125657,BcelShadow.java,at org.aspectj.weaver.bcel.BcelShadow,getTargetVar,,BCException,,,,,,,createHierarchyForBinaryAspect
AspectJ,125657,ThisOrTargetPointcut.java,at org.aspectj.weaver.patterns.ThisOrTargetPointcut,findResidueInternal,,BCException,,,,,,,addAdvisedRelationship
AspectJ,125657,Pointcut.java,at org.aspectj.weaver.patterns.Pointcut,findResidue,,BCException,,,,,,,isAspectIncluded
AspectJ,125657,AndPointcut.java,at org.aspectj.weaver.patterns.AndPointcut,findResidueInternal,,BCException,,,,,,,ensureGenericSignatureUnpacked
AspectJ,125657,BcelAdvice.java,at org.aspectj.weaver.bcel.BcelAdvice,specializeOn,,BCException,,,,,,,handleAspectAnnotation
AspectJ,125657,BcelShadow.java,at org.aspectj.weaver.bcel.BcelShadow,prepareForMungers,,BCException,,,,,,,readAj5ClassAttributes
AspectJ,125657,Shadow.java,at org.aspectj.weaver.Shadow,implement,,BCException,,,,,,,loadClass
AspectJ,125657,BcelClassWeaver.java,at org.aspectj.weaver.bcel.BcelClassWeaver,implement,,BCException,,,,,,,lookupJavaClass
AspectJ,125657,BcelClassWeaver.java,at org.aspectj.weaver.bcel.BcelClassWeaver,weave,,BCException,,,,,,,resolveDelegate
AspectJ,125657,BcelWeaver.java,at org.aspectj.weaver.bcel.BcelWeaver,weave,,BCException,,,,,,,resolveDelegate
AspectJ,125657,BcelWeaver.java,at org.aspectj.weaver.bcel.BcelWeaver,weaveWithoutDump,,BCException,,,,,,,resolveToReferenceType
AspectJ,125657,BcelWeaver.java,at org.aspectj.weaver.bcel.BcelWeaver,weaveAndNotify,,BCException,,,,,,,lookupType
AspectJ,125657,AjCompilerAdapter.java,at org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,weave,,BCException,,,,,,,lookupType
AspectJ,125657,AjCompilerAdapter.java,at org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterCompiling,,BCException,,,,,,,resolve
AspectJ,125657,CompilerAdapter.aj,at org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$2$f9cc9ca0,,BCException,,,,,,,getSourceContext
AspectJ,125657,Compiler.java,at org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,BCException,,,,,,,unpackAttributes
AspectJ,125657,AjBuildManager.java,at org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,BCException,,,,,,,<init>
AspectJ,125657,AjBuildManager.java,at org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,BCException,,,,,,,addField
AspectJ,125657,AjBuildManager.java,at org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,BCException,,,,,,,generatePerClauseMembers
AspectJ,125657,CompilerAdapter.java,at org.aspectj.ajde.internal.CompilerAdapter,compile,,BCException,,,,,,,doMunge
AspectJ,125657,AspectJBuildManager.java,at org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,BCException,,,,,,,forceMunge
AspectJ,128237,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,validateOrBranch,,NullPointerException,,,,,,,getBytes
AspectJ,128237,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,validateBindings,,NullPointerException,,,,,,,registerAspects
AspectJ,128237,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,rewritePointcuts,,NullPointerException,,,,,,,registerDefinitions
AspectJ,128237,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,prepareForWeave,,NullPointerException,,,,,,,initialize
AspectJ,128237,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,weave,,NullPointerException,,,,,,,initialize
AspectJ,128237,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterCompiling,,NullPointerException,,,,,,,getWeavingAdaptor
AspectJ,128237,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$2$f9cc9ca0,,NullPointerException,,,,,,,getWeaver
AspectJ,128237,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,NullPointerException,,,,,,,forName
AspectJ,128237,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,NullPointerException,,,,,,,resolveBeanClass
AspectJ,128237,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,doResolveBeanClass
AspectJ,128237,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,NullPointerException,,,,,,,resolveBeanClass
AspectJ,128237,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,doCommand,,NullPointerException,,,,,,,predictBeanType
AspectJ,128237,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,runCommand,,NullPointerException,,,,,,,isFactoryBean
AspectJ,128237,Main.java,org.aspectj.tools.ajc.Main,run,,NullPointerException,,,,,,,getBeanNamesForType
AspectJ,128237,Main.java,org.aspectj.tools.ajc.Main,runMain,,NullPointerException,,,,,,,getBeansOfType
AspectJ,128237,Main.java,org.aspectj.tools.ajc.Main,main,,NullPointerException,,,,,,,invokeBeanFactoryPostProcessors
AspectJ,131933,TypePattern.java,org.aspectj.weaver.patterns.TypePattern,resolveExactType,,ClassCastException,,,,,,,refresh
AspectJ,131933,ReferencePointcut.java,org.aspectj.weaver.patterns.ReferencePointcut,resolveBindings,,ClassCastException,,,,,,,createWebApplicationContext
AspectJ,131933,Pointcut.java,org.aspectj.weaver.patterns.Pointcut,resolve,,ClassCastException,,,,,,,initWebApplicationContext
AspectJ,131933,PointcutDesignator.java,org.aspectj.ajdt.internal.compiler.ast.PointcutDesignator,finishResolveTypes,,ClassCastException,,,,,,,contextInitialized
AspectJ,131933,AdviceDeclaration.java,org.aspectj.ajdt.internal.compiler.ast.AdviceDeclaration,resolveStatements,,ClassCastException,,,,,,,listenerStart
AspectJ,131933,AbstractMethodDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.AbstractMethodDeclaration,resolve,,ClassCastException,,,,,,,startInternal
AspectJ,131933,TypeDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.TypeDeclaration,resolve,,ClassCastException,,,,,,,start
AspectJ,131933,AspectDeclaration.java,org.aspectj.ajdt.internal.compiler.ast.AspectDeclaration,resolve,,ClassCastException,,,,,,,deployWAR
AspectJ,131933,CompilationUnitDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration,resolve,,ClassCastException,,,,,,,run
AspectJ,131933,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,process,,ClassCastException,,,,,,,lookupTypeInWorld
AspectJ,131933,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,ClassCastException,,,,,,,lookupTypeInWorldIncludingPrefixes
AspectJ,131933,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,ClassCastException,,,,,,,resolveBindingsFromFullyQualifiedTypeName
AspectJ,131933,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,ClassCastException,,,,,,,resolveBindings
AspectJ,131933,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,incrementalBuild,,ClassCastException,,,,,,,resolveBindings
AspectJ,131933,CompilerAdapter.java,org.aspectj.ajde.internal.CompilerAdapter,compile,,ClassCastException,,,,,,,concretize
AspectJ,131933,AspectJBuildManager.java,org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,ClassCastException,,,,,,,concretize
AspectJ,132087,AsmHierarchyBuilder.java,org.aspectj.ajdt.internal.core.builder.AsmHierarchyBuilder,visit,,NullPointerException,,,,,,,addShadowMungers
AspectJ,132087,MethodDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.MethodDeclaration,traverse,,NullPointerException,,,,,,,addLibraryAspect
AspectJ,132087,TypeDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.TypeDeclaration,traverse,,NullPointerException,,,,,,,visit
AspectJ,132087,QualifiedAllocationExpression.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.QualifiedAllocationExpression,traverse,,NullPointerException,,,,,,,accept
AspectJ,132087,LocalDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.LocalDeclaration,traverse,,NullPointerException,,,,,,,matches
AspectJ,132087,CompilationUnitDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration,traverse,,NullPointerException,,,,,,,matchesJoinPoint
AspectJ,132087,AsmHierarchyBuilder.java,org.aspectj.ajdt.internal.core.builder.AsmHierarchyBuilder,internalBuild,,NullPointerException,,,,,,,run
AspectJ,132087,AsmHierarchyBuilder.java,org.aspectj.ajdt.internal.core.builder.AsmHierarchyBuilder,buildStructureForCompilationUnit,,NullPointerException,,,,,,,doGetObjectFromFactoryBean
AspectJ,132087,EclipseFactory.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory,finishedCompilationUnit,,NullPointerException,,,,,,,getObjectFromFactoryBean
AspectJ,132087,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterProcessing,,NullPointerException,,,,,,,getObjectForBeanInstance
AspectJ,132087,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$4$6b855184,,NullPointerException,,,,,,,doGetBean
AspectJ,132087,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,process,,NullPointerException,,,,,,,getBean
AspectJ,132087,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,NullPointerException,,,,,,,preInstantiateSingletons
AspectJ,132087,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,NullPointerException,,,,,,,finishBeanFactoryInitialization
AspectJ,132087,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,access$1600
AspectJ,132087,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,NullPointerException,,,,,,,run
AspectJ,132087,CompilerAdapter.java,org.aspectj.ajde.internal.CompilerAdapter,compile,,NullPointerException,,,,,,,executeWithCustomTCCL
AspectJ,132087,AspectJBuildManager.java,org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,NullPointerException,,,,,,,completeRefresh
AspectJ,132087,Block.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.Block,traverse,,NullPointerException,,,,,,,run
AspectJ,132087,TryStatement.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.TryStatement,traverse,,NullPointerException,,,,,,,run
AspectJ,132160,SingleTypeReference.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.SingleTypeReference,getTypeBinding,,NullPointerException,,,,,,,onEntry
AspectJ,132160,TypeReference.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.TypeReference,getTypeBindingPublic,,NullPointerException,,,,,,,transfer
AspectJ,132160,AsmElementFormatter.java,org.aspectj.ajdt.internal.core.builder.AsmElementFormatter,genLabelAndKind,,NullPointerException,,,,,,,resize
AspectJ,132160,AsmHierarchyBuilder.java,org.aspectj.ajdt.internal.core.builder.AsmHierarchyBuilder,visit,,NullPointerException,,,,,,,addEntry
AspectJ,132160,MethodDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.MethodDeclaration,traverse,,NullPointerException,,,,,,,put
AspectJ,132160,TypeDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.TypeDeclaration,traverse,,NullPointerException,,,,,,,getModifierFlag
AspectJ,132160,QualifiedAllocationExpression.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.QualifiedAllocationExpression,traverse,,NullPointerException,,,,,,,parseModifiersPattern
AspectJ,132160,LocalDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.LocalDeclaration,traverse,,NullPointerException,,,,,,,parseMethodOrConstructorSignaturePattern
AspectJ,132160,CompilationUnitDeclaration.java,org.aspectj.org.eclipse.jdt.internal.compiler.ast.CompilationUnitDeclaration,traverse,,NullPointerException,,,,,,,parseKindedPointcut
AspectJ,132160,AsmHierarchyBuilder.java,org.aspectj.ajdt.internal.core.builder.AsmHierarchyBuilder,internalBuild,,NullPointerException,,,,,,,parseSinglePointcut
AspectJ,132160,AsmHierarchyBuilder.java,org.aspectj.ajdt.internal.core.builder.AsmHierarchyBuilder,buildStructureForCompilationUnit,,NullPointerException,,,,,,,parseAtomicPointcut
AspectJ,132160,EclipseFactory.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory,finishedCompilationUnit,,NullPointerException,,,,,,,parsePointcut
AspectJ,132160,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterProcessing,,NullPointerException,,,,,,,postProcessObjectFromFactoryBean
AspectJ,132160,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$4$6b855184,,NullPointerException,,,,,,,indexOf
AspectJ,132160,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,process,,NullPointerException,,,,,,,getRawType
AspectJ,132160,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,NullPointerException,,,,,,,getRawType
AspectJ,132160,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,NullPointerException,,,,,,,isAssignableFrom
AspectJ,132160,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,hasStructuralChanges
AspectJ,132160,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,incrementalBuild,,NullPointerException,,,,,,,findOutputDirsForAspects
AspectJ,132160,CompilerAdapter.java,org.aspectj.ajde.internal.CompilerAdapter,compile,,NullPointerException,,,,,,,getCanonicalFilePath
AspectJ,132160,AspectJBuildManager.java,org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,NullPointerException,,,,,,,resolveOnType
AspectJ,132591,ZipOutputStream.java,java.util.zip.ZipOutputStream,putNextEntry,,ZipException,,,,,,,build
AspectJ,132591,JarOutputStream.java,java.util.jar.JarOutputStream,putNextEntry,,ZipException,,,,,,,processIntertypeMemberTypes
AspectJ,132591,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,writeOutxmlFile,,ZipException,,,,,,,processInterTypeMemberTypes
AspectJ,132591,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,ZipException,,,,,,,internalBeginToCompile
AspectJ,132591,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,ZipException,,,,,,,access$200
AspectJ,132591,CompilerAdapter.java,org.aspectj.ajde.internal.CompilerAdapter,compile,,ZipException,,,,,,,run
AspectJ,132591,AspectJBuildManager.java,org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,ZipException,,,,,,,getMethodArgumentNames
AspectJ,132926,AnnotationX.java,org.aspectj.weaver.AnnotationX,ensureAtTargetInitialized,,NullPointerException,,,,,,,access$000
AspectJ,132926,AnnotationX.java,org.aspectj.weaver.AnnotationX,specifiesTarget,,NullPointerException,,,,,,,getArgumentNames
AspectJ,132926,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,verifyTargetIsOK,,NullPointerException,,,,,,,extractBindings
AspectJ,132926,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,applyDeclareAtType,,NullPointerException,,,,,,,getDeclaredAdvice
AspectJ,132926,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveParentTypeMungers,,NullPointerException,,,,,,,getDeclaredShadowMungers
AspectJ,132926,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveParentsFor,,NullPointerException,,,,,,,collectShadowMungers
AspectJ,132926,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weave,,NullPointerException,,,,,,,initialize
AspectJ,132926,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,weave,,NullPointerException,,,,,,,ensureAdaptorInit
AspectJ,132926,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterCompiling,,NullPointerException,,,,,,,preProcess
AspectJ,132926,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$2$f9cc9ca0,,NullPointerException,,,,,,,weaveClass
AspectJ,132926,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,NullPointerException,,,,,,,processClass
AspectJ,132926,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,NullPointerException,,,,,,,defineClass
AspectJ,132926,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,findClassImpl
AspectJ,132926,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,NullPointerException,,,,,,,findLocalClassImpl
AspectJ,132926,CompilerAdapter.java,org.aspectj.ajde.internal.CompilerAdapter,compile,,NullPointerException,,,,,,,findLocalClass_LockClassLoader
AspectJ,132926,AspectJBuildManager.java,org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,NullPointerException,,,,,,,findLocalClass
AspectJ,134371,AjState.java,org.aspectj.ajdt.internal.core.builder.AjState,recordClassFile,,ClassCastException,,,,,,,findLocalClass
AspectJ,134371,AjState.java,org.aspectj.ajdt.internal.core.builder.AjState,noteResult,,ClassCastException,,,,,,,findLocalClass
AspectJ,134371,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager$3,acceptResult,,ClassCastException,,,,,,,findClassInternal
AspectJ,134371,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterProcessing,,ClassCastException,,,,,,,findClass
AspectJ,134371,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$4$6b855184,,ClassCastException,,,,,,,loadClass
AspectJ,134371,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,process,,ClassCastException,,,,,,,loadClass
AspectJ,134371,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,ClassCastException,,,,,,,loadClass
AspectJ,134371,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,ClassCastException,,,,,,,loadBundleActivator
AspectJ,134371,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,ClassCastException,,,,,,,start
AspectJ,134371,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,incrementalBuild,,ClassCastException,,,,,,,startWorker
AspectJ,134371,CompilerAdapter.java,org.aspectj.ajde.internal.CompilerAdapter,compile,,ClassCastException,,,,,,,resume
AspectJ,134371,AspectJBuildManager.java,org.aspectj.ajde.internal.AspectJBuildManager$CompilerThread,run,,ClassCastException,,,,,,,resumeBundle
AspectJ,136585,PerObjectInterfaceTypeMunger.java,org.aspectj.weaver.PerObjectInterfaceTypeMunger,equals,,NullPointerException,,,,,,,resumeBundles
AspectJ,136585,BcelTypeMunger.java,org.aspectj.weaver.bcel.BcelTypeMunger,equals,,NullPointerException,,,,,,,incFWSL
AspectJ,136585,AbstractList.java,java.util.AbstractList,equals,,NullPointerException,,,,,,,doSetStartLevel
AspectJ,136585,CrosscuttingMembers.java,org.aspectj.weaver.CrosscuttingMembers,replaceWith,,NullPointerException,,,,,,,dispatchEvent
AspectJ,136585,CrosscuttingMembersSet.java,org.aspectj.weaver.CrosscuttingMembersSet,addOrReplaceAspect,,NullPointerException,,,,,,,dispatchEvent
AspectJ,136585,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,addCrosscuttingStructures,,NullPointerException,,,,,,,run
AspectJ,136585,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,collectAllITDsAndDeclares,,NullPointerException,,,,,,,appendConversion
AspectJ,136585,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,completeTypeBindings,,NullPointerException,,,,,,,appendConvertableArrayLoad
AspectJ,136585,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,beginToCompile,,NullPointerException,,,,,,,createConvertableArrayLoad
AspectJ,136585,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,NullPointerException,,,,,,,makeClosureClassAndReturnConstructor
AspectJ,136585,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,NullPointerException,,,,,,,weaveClass
AspectJ,136585,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,loadClass
