Bug ID,Commit Files
CASSANDRA-14773,"* 00fb6d76d0a97af06ba27c1180d6dcddfa337fea Fix overflows on StreamingTombstoneHistogramBuilder produced by large deletion times.
  CHANGES.txt
  src/java/org/apache/cassandra/utils/streamhist/StreamingTombstoneHistogramBuilder.java
  src/java/org/apache/cassandra/utils/streamhist/TombstoneHistogram.java
  test/unit/org/apache/cassandra/utils/streamhist/StreamingTombstoneHistogramBuilderTest.java"
CASSANDRA-14791,"* 73ebd200c04335624f956e79624cf8494d872f19 Create Temporary folder for CompressedInputStreamTest
  test/unit/org/apache/cassandra/streaming/compression/CompressedInputStreamTest.java"
CASSANDRA-14820,"* 4ae229f5cd270c2b43475b3f752a7b228de260ea Upgrade to 4.0 fails with NullPointerException
  doc/source/cql/ddl.rst
  pylib/cqlshlib/cql3handling.py
  pylib/cqlshlib/test/test_cqlsh_completion.py
  pylib/cqlshlib/test/test_cqlsh_output.py
  src/java/org/apache/cassandra/cql3/statements/schema/TableAttributes.java
  src/java/org/apache/cassandra/db/ColumnFamilyStore.java
  src/java/org/apache/cassandra/db/TableCQLHelper.java
  src/java/org/apache/cassandra/metrics/KeyspaceMetrics.java
  src/java/org/apache/cassandra/metrics/TableMetrics.java
  src/java/org/apache/cassandra/schema/SchemaKeyspace.java
  src/java/org/apache/cassandra/schema/TableMetadata.java
  src/java/org/apache/cassandra/schema/TableParams.java
  src/java/org/apache/cassandra/service/AbstractWriteResponseHandler.java
  src/java/org/apache/cassandra/service/reads/repair/BlockingReadRepair.java
  test/unit/org/apache/cassandra/db/TableCQLHelperTest.java
  test/unit/org/apache/cassandra/service/reads/repair/AbstractReadRepairTest.java"
CASSANDRA-14841,"* 877b08eaf0e02542c9f6d9f8cd457a8e44b4febf Don't write to system_distributed.repair_history, system_traces.sessions, system_traces.events in mixed version 3.X/4.0 clusters
  CHANGES.txt
  NEWS.txt
  src/java/org/apache/cassandra/gms/Gossiper.java
  src/java/org/apache/cassandra/gms/VersionedValue.java
  src/java/org/apache/cassandra/repair/SystemDistributedKeyspace.java
  src/java/org/apache/cassandra/tracing/TraceStateImpl.java
  test/unit/org/apache/cassandra/gms/GossiperTest.java"
CASSANDRA-14855,"* b82a42fd9ae99dc115ec04339f4265096bb45044 Disable immediate flusher by default for cassandra-3.0 and cassandra-3.11
| conf/cassandra.yaml
| src/java/org/apache/cassandra/config/Config.java
* fff6eec2903ee85f648535dd051c9bc72631f524 Backport ImmediateFlusher to cassandra-3.0 and cassandra-3.11
  CHANGES.txt
  conf/cassandra.yaml
  src/java/org/apache/cassandra/config/Config.java
  src/java/org/apache/cassandra/config/DatabaseDescriptor.java
  src/java/org/apache/cassandra/transport/Message.java
  src/java/org/apache/cassandra/transport/Server.java"
CASSANDRA-14866,"* e6a61be8c857106d5d99a270b2d17de9f84c4d67 Add flag to disable SASI indexes, and warning on creation
  CHANGES.txt
  NEWS.txt
  conf/cassandra.yaml
  src/java/org/apache/cassandra/config/Config.java
  src/java/org/apache/cassandra/config/DatabaseDescriptor.java
  src/java/org/apache/cassandra/cql3/statements/CreateIndexStatement.java
  src/java/org/apache/cassandra/cql3/statements/CreateViewStatement.java
  src/java/org/apache/cassandra/db/view/View.java
  src/java/org/apache/cassandra/index/sasi/SASIIndex.java
  test/unit/org/apache/cassandra/cql3/ViewTest.java
  test/unit/org/apache/cassandra/index/sasi/SASICQLTest.java"
CASSANDRA-14896,"* f3609995c09570d523527d9bd0fd69c2bc65d986 Correct the messaging versions used in ThirdHandshakeMessage.
  src/java/org/apache/cassandra/net/async/HandshakeProtocol.java
  src/java/org/apache/cassandra/net/async/OutboundHandshakeHandler.java
* c5dee08dfb791ba28fecc8ca8b25a4a4d7e9cb07 Send correct messaging version in internode messaging handshake's third message.
  CHANGES.txt
  src/java/org/apache/cassandra/net/async/OutboundHandshakeHandler.java
  test/unit/org/apache/cassandra/net/async/OutboundHandshakeHandlerTest.java"
CASSANDRA-14899,"* cf6f7920f7742bb9a17a23ad37499d9213807d81 Cannot perform slice reads in reverse direction against tables with clustering columns in mixed order
  CHANGES.txt
  src/java/org/apache/cassandra/cql3/restrictions/PrimaryKeyRestrictionSet.java
  test/unit/org/apache/cassandra/cql3/validation/operations/SelectMultiColumnRelationTest.java"
CASSANDRA-14900,"* 3d59557aceaaaedd8eafc4783394330d55a7fb4e don't log DigestMismatchException at DEBUG
  CHANGES.txt
  src/java/org/apache/cassandra/service/ReadCallback.java"
CASSANDRA-14909,"* e4d0ce6ba2d6088c7edf8475f02462e1606f606d Netty epoll IOExceptions caused by unclean client disconnects being logged at INFO
  CHANGES.txt
  src/java/org/apache/cassandra/transport/Message.java"
CASSANDRA-1493,"* 3d61dae55b2e5cbfe44a752d8a84ecfcdcd809fd Fix assertion error on read repair introduced by CASSANDRA-1465. Patch by johan, review by jbellis. CASSANDRA-1493
  src/java/org/apache/cassandra/service/StorageService.java"
CASSANDRA-14959,"* f0494889176873b3f68ae14cc5f1d9dcbc189da9 ReadCommandVerbHandler validateTransientStatus class cast exception
  src/java/org/apache/cassandra/db/ReadCommandVerbHandler.java"
CASSANDRA-15041,"* b2f6953addfb1fce111d1b49627285d1a57a7f40 Handle exceptions during authentication/authorization
  CHANGES.txt
  src/java/org/apache/cassandra/auth/CassandraAuthorizer.java
  src/java/org/apache/cassandra/auth/CassandraRoleManager.java
  src/java/org/apache/cassandra/auth/PasswordAuthenticator.java
  src/java/org/apache/cassandra/auth/PermissionsCache.java
  src/java/org/apache/cassandra/auth/Roles.java
  src/java/org/apache/cassandra/auth/RolesCache.java
  src/java/org/apache/cassandra/exceptions/AuthenticationException.java
  src/java/org/apache/cassandra/exceptions/UnauthorizedException.java
  src/java/org/apache/cassandra/service/ClientState.java"
CASSANDRA-15050,"* a9a4f171be6c7d33ce43d04a9bc2dd20f3fd82a5 Fix JDK7 compatibility broken in cassandra-2.2
  CHANGES.txt
  build.xml
  src/java/org/apache/cassandra/utils/MBeanWrapper.java"
CASSANDRA-151,"* f2260f107bd2d71aed96e1199edfa5186b8b308f add more robust sanity checking of get_column arguments.  patch by jbellis; reviewed by Jun Rao for CASSANDRA-151
  src/java/org/apache/cassandra/service/CassandraServer.java
  test/system/test_server.py"
CASSANDRA-15142,"* 5bc7a375a3cac85e79543e7e30d620faeb891955 Fix errors on repairing empty keyspace
  src/java/org/apache/cassandra/repair/RepairRunnable.java"
CASSANDRA-15158,"* 921609eff7ab26f26ddc2bfa906d21f161e3ee69 ninja-fix: CHANGES.txt entry for CASSANDRA-15158 corrected to 3.11.10
  CHANGES.txt
* 17ebee3186d1bfdee9a2b355cb8f139492d144e8 CASSANDRA-15158 fixed SCHEMA_DELAY to use getSchemaDelay and no longer convert it from secones to millis (since its already millis)
  src/java/org/apache/cassandra/service/StorageService.java
* 08450080614250a8bfaba23dbca741a4d9315e3c Wait for schema agreement when bootstrapping
  CHANGES.txt"
CASSANDRA-15164,"* 5a39ff40780029c4d2125504b41fc7bf8e7fffe3 Avoid failing compactions with very large partitions
  CHANGES.txt
  src/java/org/apache/cassandra/io/sstable/metadata/MetadataCollector.java
  src/java/org/apache/cassandra/io/sstable/metadata/StatsMetadata.java
  src/java/org/apache/cassandra/utils/EstimatedHistogram.java
  test/unit/org/apache/cassandra/io/sstable/metadata/MetadataSerializerTest.java
  test/unit/org/apache/cassandra/utils/EstimatedHistogramTest.java
  test/unit/org/apache/cassandra/utils/SerializationsTest.java
* 0361d53f4c9d350654fbf733cfdb208d17922027 Avoid failing compactions with very large partitions
  CHANGES.txt
  src/java/org/apache/cassandra/io/sstable/metadata/MetadataCollector.java
  src/java/org/apache/cassandra/io/sstable/metadata/StatsMetadata.java
  src/java/org/apache/cassandra/utils/EstimatedHistogram.java
  test/unit/org/apache/cassandra/io/sstable/metadata/MetadataSerializerTest.java
  test/unit/org/apache/cassandra/utils/EstimatedHistogramTest.java
  test/unit/org/apache/cassandra/utils/SerializationsTest.java
* 4782fd399d97be551032576c4d77f079e862fdba Avoid failing compactions with very large partitions
  CHANGES.txt
  src/java/org/apache/cassandra/io/sstable/metadata/MetadataCollector.java
  src/java/org/apache/cassandra/io/sstable/metadata/StatsMetadata.java
  src/java/org/apache/cassandra/utils/EstimatedHistogram.java
  test/unit/org/apache/cassandra/io/sstable/metadata/MetadataSerializerTest.java
  test/unit/org/apache/cassandra/utils/EstimatedHistogramTest.java
  test/unit/org/apache/cassandra/utils/SerializationsTest.java"
CASSANDRA-15172,"* 2b10a5f2b5e62f2900119a37e91637916e8b23df Fix LegacyLayout RangeTombstoneList IndexOutOfBoundsException when upgrading and RangeTombstone bounds are asymmetric.
  CHANGES.txt
  src/java/org/apache/cassandra/db/LegacyLayout.java
  test/unit/org/apache/cassandra/db/LegacyLayoutTest.java"
CASSANDRA-15191,"* db034609554a3185c0808cc67e9f0c148cc912c4 stop_paranoid disk failure policy is ignored on CorruptSSTableException after node is up
  CHANGES.txt
  src/java/org/apache/cassandra/concurrent/AbstractLocalAwareExecutorService.java
  src/java/org/apache/cassandra/db/ColumnFamilyStore.java
  src/java/org/apache/cassandra/db/Directories.java
  src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentManager.java
  src/java/org/apache/cassandra/db/lifecycle/Tracker.java
  src/java/org/apache/cassandra/io/sstable/format/SSTableReader.java
  src/java/org/apache/cassandra/io/util/FileUtils.java
  src/java/org/apache/cassandra/service/CassandraDaemon.java
  src/java/org/apache/cassandra/service/DefaultFSErrorHandler.java
  src/java/org/apache/cassandra/utils/JVMStabilityInspector.java
  test/distributed/org/apache/cassandra/distributed/impl/Instance.java
  test/distributed/org/apache/cassandra/distributed/test/JVMStabilityInspectorCorruptSSTableExceptionTest.java
  test/distributed/org/apache/cassandra/io/sstable/format/ForwardingSSTableReader.java
  test/unit/org/apache/cassandra/db/DirectoriesTest.java
  test/unit/org/apache/cassandra/utils/JVMStabilityInspectorTest.java"
CASSANDRA-15204,"* 855fc91596b10a89a504b3491952d06ffe93618d Toughen up column drop/recreate type validations
  CHANGES.txt
  src/java/org/apache/cassandra/cql3/statements/AlterTableStatement.java
  test/unit/org/apache/cassandra/cql3/validation/entities/CollectionsTest.java
  test/unit/org/apache/cassandra/cql3/validation/operations/AlterTest.java"
CASSANDRA-153,"* fe3e1a8a097d2f78dfab6644750acefc6860b5b5 check for at-end-of-data in iterator init.  patch by jbellis; reviewed by Jun Rao for CASSANDRA-153
| src/java/org/apache/cassandra/db/FileStruct.java
* dfa41ec103130c173bcc210396f19c89f993086b cannonicalize all accesses to indexMetadataMap. patch by jbellis; reviewed by Jun Rao for CASSANDRA-153
| src/java/org/apache/cassandra/io/SSTable.java
| test/unit/org/apache/cassandra/io/SSTableTest.java
* 69bc7e97c8dfac3dc6bd3cbfd7fcb05de8d0aedc unit test to expose bug system test is running into.  patch by jbellis; reviewed by Jun Rao for CASSANDRA-153
  src/java/org/apache/cassandra/db/ColumnFamilyStore.java
  src/java/org/apache/cassandra/db/MinorCompactionManager.java
  test/unit/org/apache/cassandra/db/ColumnFamilyStoreTest.java
* 44a0a3a54df3bf7236806266e9b9be37ce13cbaf fix CME during range queries -- keyset call needs to go on the memtable exector. patch by jbellis; tested by Tv for CASSANDRA-153
  src/java/org/apache/cassandra/db/Memtable.java
  src/java/org/apache/cassandra/db/Table.java
  src/java/org/apache/cassandra/service/RangeVerbHandler.java
* 61a81504209e508f84b399d1f5009c176f4f9116 fix iteration bug.  it would always return hasNext=false if seekTo was called first.  fixing this with maybeInit proved difficult, so init is now done in constructor and iterator itself is created lazily. patch by jbellis; tested by nk11 for CASSANDRA-153
  src/java/org/apache/cassandra/db/FileStruct.java"
CASSANDRA-15308,"* abeaa3ea5ef99691cc1b29787cfcd573a90e34fb Fix ConnectionTest.testAcquireReleaseOutbound
  CHANGES.txt
  src/java/org/apache/cassandra/net/OutboundConnection.java
  test/unit/org/apache/cassandra/net/ConnectionTest.java"
CASSANDRA-15338,"* 753b40eb0f570fc88b5211b9bcea04761a240071 Fix flaky ConnectionTest#testMessagePurging patch by Yifan Cai; reviewed by Andres de la Pena for CASSANDRA-15338
  test/unit/org/apache/cassandra/net/ConnectionTest.java"
CASSANDRA-1534,"* 9e515d618b01876255b2a876fb7eabacaf85c8c2 fix setting bootstrap status on startup. patch by jbellis; reviewed by brandonwilliams for CASSANDRA-1534
  src/java/org/apache/cassandra/service/StorageService.java"
CASSANDRA-15358,"* 443bca18839268cd100930b380e0534b052a8c89 LARGE_MESSAGE connection allocates heap buffer when BufferPool exhausted
  src/java/org/apache/cassandra/config/Config.java
  src/java/org/apache/cassandra/config/DatabaseDescriptor.java
  src/java/org/apache/cassandra/net/AsyncStreamingOutputPlus.java
  src/java/org/apache/cassandra/net/LocalBufferPoolAllocator.java
  src/java/org/apache/cassandra/utils/memory/BufferPool.java
  src/java/org/apache/cassandra/utils/memory/MemoryUtil.java
  test/burn/org/apache/cassandra/utils/memory/LongBufferPoolTest.java
  test/unit/org/apache/cassandra/utils/memory/BufferPoolTest.java"
CASSANDRA-15363,"* 9081d0088119f02c8118598ac9fdb8ce39f0033b Avoid adding fake row deletions if they are superseeded by the partition deletion
  test/distributed/org/apache/cassandra/distributed/api/IInstance.java
  test/distributed/org/apache/cassandra/distributed/impl/DelegatingInvokableInstance.java
  test/distributed/org/apache/cassandra/distributed/impl/Instance.java
  test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeReadRepairTest.java
  test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java"
CASSANDRA-15383,"* f05cf4f21a938bffea27b9d31e1fb79f37c44e81 ninja fix: initialisation of DatabaseDescriptor in DistributedReadWritePathTest
  test/distributed/org/apache/cassandra/distributed/test/DistributedReadWritePathTest.java"
CASSANDRA-1540,"* 665965a2a2b6a168601573534df1e72e061498c2 Register CFS Mbean with the correct keyspace name.  Patch by brandonwilliams, reviewed by jbellis for CASSANDRA-1540
  src/java/org/apache/cassandra/db/ColumnFamilyStore.java"
CASSANDRA-15426,"* 4e6c0fadfe69419e0f6f7c3fa5960bdcd90d510a Fix NativeLibrary.tryOpenDirectory callers for Windows
  CHANGES.txt
  src/java/org/apache/cassandra/db/lifecycle/LogReplica.java
  src/java/org/apache/cassandra/hints/HintsCatalog.java"
CASSANDRA-1545,"* 009bd2c26a5a8b5935670e84b2f36244815979dc fix reading beta1 schema from beta2.  patch by jhermes; reviewed by Stu Hood and jbellis for CASSANDRA-1545
  src/java/org/apache/cassandra/config/CFMetaData.java
  src/java/org/apache/cassandra/config/DatabaseDescriptor.java
  src/java/org/apache/cassandra/config/KSMetaData.java"
CASSANDRA-15468,"* b30ebb952c53a3dae078f6883b26feca685eb7cc Improve error when JVM 11 can't access required modules
  CHANGES.txt
  src/java/org/apache/cassandra/io/util/FileUtils.java"
CASSANDRA-15526,"* 731dfda99249c9b64fca5fa258c6078bfbe040ac Fixed empty check in TrieMemIndex due to potential state inconsistency in ConcurrentSkipListMap
  CHANGES.txt
  src/java/org/apache/cassandra/index/sasi/memory/KeyRangeIterator.java
  src/java/org/apache/cassandra/index/sasi/memory/SkipListMemIndex.java
  src/java/org/apache/cassandra/index/sasi/memory/TrieMemIndex.java"
CASSANDRA-15528,"* a01d05d9a73211fb91c068e133d78ef8ccf34b4e Ninja fix: fix eclipse warnings that were broken during CASSANDRA-15528
  src/java/org/apache/cassandra/index/sasi/memory/SkipListMemIndex.java
  src/java/org/apache/cassandra/index/sasi/memory/TrieMemIndex.java
* 1a735f36b988157f1e7143852c4e3749649ee25d Fixed flakey test in SASIIndexTest by shutting down its ExecutorService
  CHANGES.txt
  test/unit/org/apache/cassandra/index/sasi/SASIIndexTest.java"
CASSANDRA-15543,"* b6176906e71620b37920eaf84fa51516b046bdce Use immutable map for Read/WriteFailure exception and fix flaky test
  src/java/org/apache/cassandra/exceptions/ReadFailureException.java
  src/java/org/apache/cassandra/exceptions/RequestFailureException.java
  src/java/org/apache/cassandra/exceptions/WriteFailureException.java
  src/java/org/apache/cassandra/transport/messages/ErrorMessage.java
  test/distributed/org/apache/cassandra/distributed/test/SimpleReadWriteTest.java"
CASSANDRA-15550,"* 95224b71e19e2b7f18596da070937291f040f695 Wait for async abort to finish in StreamTransferTaskTest
  test/unit/org/apache/cassandra/streaming/StreamTransferTaskTest.java"
CASSANDRA-15551,"* 2344e77c026f1ecfed4f9ba84dab21ede2cf5b26 Fixed race condition in MoveTest by waiting for stale endpoints to be evicted from membership before starting another test.
  test/unit/org/apache/cassandra/service/MoveTest.java"
CASSANDRA-15552,"* 1ce58ac2ea945baaaeece233f3d3735686a2ecb8 Wait for compactions to finish in PendingAntiCompactionBytemanTest
  test/unit/org/apache/cassandra/db/repair/PendingAntiCompactionBytemanTest.java"
CASSANDRA-15557,"* 61b8a14a59e824854f87b54afc08289a3278942c Use ClientState timestamp for when dropping columns
  src/java/org/apache/cassandra/cql3/statements/schema/AlterTableStatement.java
  src/java/org/apache/cassandra/service/ClientState.java"
CASSANDRA-15558,"* 9fecb6674adc0b9cbbfb4b284cc4ab371edeaa09 Ensure tombstones can be purged in ReadCommandTest
  test/unit/org/apache/cassandra/db/ReadCommandTest.java"
CASSANDRA-15565,"* c81d7dcc09fa1c35f190f0baad764fbe8a024679 Use result size for built index test
  test/unit/org/apache/cassandra/index/internal/CassandraIndexTest.java"
CASSANDRA-15575,"* dc8f94a653a3cdb963bcc781562bb2fe63dbc575 Filter nulls from assertNoUnexpectedThreadsStarted.
  test/unit/org/apache/cassandra/tools/ToolsTester.java"
CASSANDRA-15592,"* 95197cef7871d1211f97da740dbdb236b81b9862 Run evictFromMembership in GossipStage
  CHANGES.txt
  src/java/org/apache/cassandra/gms/Gossiper.java
  test/unit/org/apache/cassandra/gms/ExpireEndpointTest.java"
CASSANDRA-15595,"* 4886968c4e973488df4f2da480785beff09b562b Fix chunk index overflow due to large sstable with small chunk length
  CHANGES.txt
  src/java/org/apache/cassandra/io/compress/CompressionMetadata.java
  test/unit/org/apache/cassandra/io/compress/CompressedRandomAccessReaderTest.java
* 04be7366fcf1b8edeb3495adcf37a171aa188d5c Fix chunk index overflow due to large sstable with small chunk length
  CHANGES.txt
  src/java/org/apache/cassandra/io/compress/CompressionMetadata.java
  test/unit/org/apache/cassandra/io/compress/CompressedRandomAccessReaderTest.java"
CASSANDRA-156,"* 3aca0737cb6b6b7c3217ddb6b05c99f5f4a5e170 another workaround for register/select wonkiness.  patch by jbellis; tested by Mark Robson for CASSANDRA-156
  src/java/org/apache/cassandra/net/SelectorManager.java"
CASSANDRA-15630,"* e08053b77cac4ec91fd398d7bad65bba1394f45f Fix race-conditions in ConnectionTesti
  test/unit/org/apache/cassandra/Util.java
  test/unit/org/apache/cassandra/net/ConnectionUtils.java"
CASSANDRA-15685,"* 7d4c2da7427392f506deaf832f2c66fc6a358688 Fix flaky testWithMismatchingPending - org.apache.cassandra.distributed.test.PreviewRepairTest
  test/distributed/org/apache/cassandra/distributed/test/PreviewRepairTest.java"
CASSANDRA-15692,"* e2d2bfd9ccd5fc5875ea9eae571c42732e701193 Initialize commitlog for ConnectionBurnTest due to CASSANDRA-15295
  test/burn/org/apache/cassandra/net/ConnectionBurnTest.java"
CASSANDRA-15708,"* 91ce0473833f87328e858001806b81c0686efe2a CASSANDRA-15708 followup - log warning if there is a missing field
| test/distributed/org/apache/cassandra/distributed/impl/InstanceConfig.java
* 479a76df2320856a0bcc5c202d40050c3b3ab14d Fix upgrade dtests
  test/distributed/org/apache/cassandra/distributed/UpgradeableCluster.java
  test/distributed/org/apache/cassandra/distributed/impl/InstanceConfig.java
  test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java"
CASSANDRA-15726,"* fb9e74a4fe26eda988c0e98d578f7ded80a8c390 Fix buffer pool NPE with concurrent release due to in-progress tiny pool eviction
  CHANGES.txt
  src/java/org/apache/cassandra/utils/memory/BufferPool.java"
CASSANDRA-15757,"* f858a800f05d33679b2bce2a08a701b5e61f36bc Fix flaky test CustomIndexTest#indexBuildingPagesLargePartitions
  test/unit/org/apache/cassandra/index/CustomIndexTest.java"
CASSANDRA-15778,"* c4064dd80e427aec7c04e8e2e1e4630d6c8087b6 Allow recovery from the cases when CQL-created compact sense tables have bytes in EmptyType columns.
  src/java/org/apache/cassandra/config/CFMetaData.java
  src/java/org/apache/cassandra/cql3/statements/AlterTableStatement.java
  src/java/org/apache/cassandra/db/marshal/AbstractType.java
  src/java/org/apache/cassandra/schema/LegacySchemaMigrator.java
  src/java/org/apache/cassandra/serializers/EmptySerializer.java
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-CompressionInfo.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Data.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Digest.sha1
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Filter.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Index.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Statistics.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-Summary.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_bytes/legacy_tables-legacy_ka_cql_created_dense_table_with_bytes-ka-1-TOC.txt
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-CompressionInfo.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Data.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Digest.sha1
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Filter.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Index.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Statistics.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-Summary.db
  test/data/legacy-sstables/ka/legacy_tables/legacy_ka_cql_created_dense_table_with_int/legacy_tables-legacy_ka_cql_created_dense_table_with_int-ka-1-TOC.txt
  test/unit/org/apache/cassandra/cql3/validation/operations/AlterTest.java
  test/unit/org/apache/cassandra/db/ScrubTest.java
  test/unit/org/apache/cassandra/db/marshal/EmptyTypeTest.java
  test/unit/org/apache/cassandra/io/sstable/LegacySSTableTest.java"
CASSANDRA-15825,"* bcc1174e9bba9ba0cacbc9356d48a7599c50e03e Fix CassandraStreamManagerTest.incrementalSSTableSelection flakiness
  test/unit/org/apache/cassandra/db/streaming/CassandraStreamManagerTest.java"
CASSANDRA-15830,"* ec1808a34f9aa5ae0b956c1527828566f4ba2be5 Fixes version used inside the rpm package
  CHANGES.txt
  redhat/cassandra.spec"
CASSANDRA-15842,"* 2621e07e87c1a5b53476871618740248d07607f2 Fix SchemaTest.testTransKsMigration-cdc and CQLSSTableWriterTest-cdc
  src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentManagerCDC.java
  test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterTest.java
  test/unit/org/apache/cassandra/schema/SchemaTest.java"
CASSANDRA-15857,"* d51c18f807c5c88ef44114341592214747487645 Frozen RawTuple is not annotated with frozen in the toString method
  CHANGES.txt
  src/java/org/apache/cassandra/cql3/CQL3Type.java
  src/java/org/apache/cassandra/cql3/statements/CreateAggregateStatement.java
  src/java/org/apache/cassandra/cql3/statements/CreateFunctionStatement.java
  src/java/org/apache/cassandra/cql3/statements/DropAggregateStatement.java
  src/java/org/apache/cassandra/cql3/statements/DropFunctionStatement.java
  test/unit/org/apache/cassandra/cql3/validation/entities/UFTest.java
  test/unit/org/apache/cassandra/cql3/validation/entities/UFTypesTest.java
  test/unit/org/apache/cassandra/cql3/validation/operations/AggregationTest.java
  test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterTest.java"
